------------ Data Table File Created By ActiGraph Link ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yyyy Filter Normal -----------
Serial Number: TAS1E45150269
Start Time 16:00:00
Start Date 7/27/2018
Epoch Period (hh:mm:ss) 00:00:01
Download Time 16:43:48
Download Date 7/27/2018
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 63
--------------------------------------------------
Date, Time, Axis1,Axis2,Axis3,Steps,HR,Lux,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude
7/27/2018,16:01:17,0,0,0,0,0,0,1,0,0,0,0
7/27/2018,16:01:18,0,0,0,0,73,0,1,0,0,0,0
7/27/2018,16:01:19,0,0,0,0,72,0,1,0,0,0,0
7/27/2018,16:01:20,0,0,0,0,70,0,1,0,0,0,0
7/27/2018,16:01:21,0,0,0,0,70,0,1,0,0,0,0
7/27/2018,16:01:22,0,0,0,0,70,0,1,0,0,0,0
7/27/2018,16:01:23,0,0,0,0,70,0,1,0,0,0,0
7/27/2018,16:01:24,0,0,0,0,70,0,1,0,0,0,0
7/27/2018,16:01:25,0,0,0,0,68,0,1,0,0,0,0
7/27/2018,16:01:26,0,0,0,0,68,0,1,0,0,0,0
7/27/2018,16:01:27,0,0,0,0,68,0,1,0,0,0,0
7/27/2018,16:01:28,0,0,0,0,68,0,1,0,0,0,0
7/27/2018,16:01:29,0,0,0,0,68,0,1,0,0,0,0
7/27/2018,16:01:30,0,0,0,0,67,0,1,0,0,0,0
7/27/2018,16:01:31,0,0,0,0,67,0,1,0,0,0,0
7/27/2018,16:01:32,0,0,0,0,67,0,1,0,0,0,0
7/27/2018,16:01:33,0,0,0,0,67,0,1,0,0,0,0
7/27/2018,16:01:34,0,0,0,0,66,0,1,0,0,0,0
7/27/2018,16:01:35,0,0,0,0,65,0,1,0,0,0,0
7/27/2018,16:01:36,0,0,0,0,64,0,1,0,0,0,0
7/27/2018,16:01:37,0,0,0,0,65,0,1,0,0,0,0
7/27/2018,16:01:38,1,0,0,0,65,0,1,0,0,0,1
7/27/2018,16:01:39,75,0,68,0,65,0,0,1,0,0,101.24
7/27/2018,16:01:40,62,47,142,1,65,0,0,1,0,0,161.92
7/27/2018,16:01:41,56,29,90,0,67,0,0,1,0,0,109.9
7/27/2018,16:01:42,52,36,61,1,67,0,0,1,0,0,87.87
7/27/2018,16:01:43,37,25,17,0,66,0,0,1,0,0,47.78
7/27/2018,16:01:44,20,47,48,1,66,0,0,1,0,0,70.09
7/27/2018,16:01:45,142,137,22,0,0,0,0,1,0,0,198.54
7/27/2018,16:01:46,24,48,15,1,0,0,0,1,0,0,55.72
7/27/2018,16:01:47,92,153,26,1,0,0,0,1,0,0,180.41
7/27/2018,16:01:48,5,71,7,1,0,0,0,0,1,0,71.52
7/27/2018,16:01:49,85,8,9,0,0,0,0,1,0,0,85.85
7/27/2018,16:01:50,20,18,1,0,0,0,0,1,0,0,26.93
7/27/2018,16:01:51,204,101,36,0,78,0,0,1,0,0,230.46
7/27/2018,16:01:52,62,49,4,1,81,0,0,1,0,0,79.13
7/27/2018,16:01:53,68,60,6,0,82,0,0,1,0,0,90.88
7/27/2018,16:01:54,3,33,0,0,83,0,0,0,1,0,33.14
7/27/2018,16:01:55,55,68,33,1,83,0,0,1,0,0,93.48
7/27/2018,16:01:56,27,26,24,0,84,0,0,1,0,0,44.51
7/27/2018,16:01:57,147,35,241,1,85,0,0,1,0,0,284.46
7/27/2018,16:01:58,199,42,382,0,86,0,0,1,0,0,432.77
7/27/2018,16:01:59,48,63,137,1,86,0,0,1,0,0,158.25
7/27/2018,16:02:00,67,37,184,0,85,0,0,1,0,0,199.28
7/27/2018,16:02:01,17,17,88,0,85,0,0,1,0,0,91.22
7/27/2018,16:02:02,26,0,42,0,82,0,0,1,0,0,49.4
7/27/2018,16:02:03,0,0,3,0,82,0,0,0,1,0,3
7/27/2018,16:02:04,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:02:05,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:02:06,0,0,0,0,79,0,0,0,1,0,0
7/27/2018,16:02:07,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:02:08,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:02:09,0,0,0,0,75,0,0,0,1,0,0
7/27/2018,16:02:10,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:02:11,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:12,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:13,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:14,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:02:15,0,0,0,0,69,0,0,0,1,0,0
7/27/2018,16:02:16,0,0,0,0,68,0,0,0,1,0,0
7/27/2018,16:02:17,0,0,0,0,67,0,0,0,1,0,0
7/27/2018,16:02:18,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:19,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:20,33,5,50,0,0,0,0,1,0,0,60.12
7/27/2018,16:02:21,0,0,10,0,0,0,0,0,1,0,10
7/27/2018,16:02:22,18,32,89,1,0,0,0,1,0,0,96.28
7/27/2018,16:02:23,1,15,47,0,0,0,0,0,1,0,49.35
7/27/2018,16:02:24,11,16,36,1,64,0,0,1,0,0,40.9
7/27/2018,16:02:25,5,1,22,0,64,0,0,0,1,0,22.58
7/27/2018,16:02:26,10,43,109,0,64,0,0,1,0,0,117.6
7/27/2018,16:02:27,3,8,25,1,65,0,0,0,1,0,26.42
7/27/2018,16:02:28,0,0,0,0,67,0,0,0,1,0,0
7/27/2018,16:02:29,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:30,0,0,0,0,72,0,0,0,1,0,0
7/27/2018,16:02:31,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:32,0,0,0,0,75,0,0,0,1,0,0
7/27/2018,16:02:33,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:02:34,0,0,0,0,78,0,0,0,1,0,0
7/27/2018,16:02:35,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:02:36,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:02:37,0,0,0,0,75,0,0,0,1,0,0
7/27/2018,16:02:38,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:02:39,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:02:40,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:41,0,0,0,0,72,0,0,0,1,0,0
7/27/2018,16:02:42,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:43,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:44,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:02:45,0,0,0,0,72,0,0,0,1,0,0
7/27/2018,16:02:46,0,0,0,0,72,0,0,0,1,0,0
7/27/2018,16:02:47,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:48,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:49,0,0,0,0,69,0,0,0,1,0,0
7/27/2018,16:02:50,0,0,0,0,69,0,0,0,1,0,0
7/27/2018,16:02:51,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:52,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:53,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:54,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:55,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:56,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:02:57,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:58,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:02:59,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:00,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:01,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:02,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:03,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:04,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:05,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:06,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:07,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:08,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:09,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:10,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:11,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:12,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:13,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:14,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:15,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:16,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:17,0,0,0,0,70,0,0,0,1,0,0
7/27/2018,16:03:18,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:19,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:20,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:21,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:22,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:23,0,0,0,0,71,0,0,0,1,0,0
7/27/2018,16:03:24,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:03:25,0,9,77,0,0,0,0,0,1,0,77.52
7/27/2018,16:03:26,0,0,39,0,0,0,0,0,1,0,39
7/27/2018,16:03:27,0,0,49,0,0,0,0,0,1,0,49
7/27/2018,16:03:28,268,120,65,1,0,0,0,1,0,0,300.75
7/27/2018,16:03:29,160,82,25,0,0,0,0,1,0,0,181.52
7/27/2018,16:03:30,386,229,214,0,76,0,0,1,0,0,497.23
7/27/2018,16:03:31,61,45,66,1,74,0,0,1,0,0,100.51
7/27/2018,16:03:32,57,23,0,0,74,0,0,1,0,0,61.47
7/27/2018,16:03:33,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:03:34,0,0,0,0,73,0,0,0,1,0,0
7/27/2018,16:03:35,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:03:36,0,0,0,0,74,0,0,0,1,0,0
7/27/2018,16:03:37,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:03:38,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:03:39,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:03:40,0,0,0,0,76,0,0,0,1,0,0
7/27/2018,16:03:41,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:42,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:43,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:44,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:45,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:46,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:47,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:48,82,98,84,1,76,0,0,1,0,0,152.92
7/27/2018,16:03:49,140,168,166,0,76,0,0,1,0,0,274.55
7/27/2018,16:03:50,153,187,56,1,76,0,0,1,0,0,248.02
7/27/2018,16:03:51,20,26,0,0,77,0,0,1,0,0,32.8
7/27/2018,16:03:52,0,5,0,0,77,0,0,0,1,0,5
7/27/2018,16:03:53,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:54,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:55,0,0,0,0,77,0,0,0,1,0,0
7/27/2018,16:03:56,0,0,0,0,78,0,0,0,1,0,0
7/27/2018,16:03:57,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:03:58,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:03:59,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:00,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:01,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:02,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:03,0,0,0,0,79,0,0,0,1,0,0
7/27/2018,16:04:04,0,0,0,0,79,0,0,0,1,0,0
7/27/2018,16:04:05,0,0,0,0,79,0,0,0,1,0,0
7/27/2018,16:04:06,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:07,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:08,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:09,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:10,0,0,10,0,81,0,0,0,1,0,10
7/27/2018,16:04:11,0,0,19,0,81,0,0,0,1,0,19
7/27/2018,16:04:12,63,26,75,1,80,0,0,1,0,0,101.34
7/27/2018,16:04:13,95,38,116,2,81,0,0,1,0,0,154.68
7/27/2018,16:04:14,110,28,69,1,80,0,0,1,0,0,132.83
7/27/2018,16:04:15,18,83,24,0,81,0,0,1,0,0,88.26
7/27/2018,16:04:16,0,12,0,0,80,0,0,0,1,0,12
7/27/2018,16:04:17,0,2,0,0,80,0,0,0,1,0,2
7/27/2018,16:04:18,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:19,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:20,0,0,0,0,84,0,0,0,1,0,0
7/27/2018,16:04:21,0,0,0,0,84,0,0,0,1,0,0
7/27/2018,16:04:22,0,0,0,0,83,0,0,0,1,0,0
7/27/2018,16:04:23,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:24,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:25,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:26,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:27,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:28,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:29,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:30,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:31,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:32,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:33,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:34,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:35,0,0,0,0,0,0,0,0,1,0,0
7/27/2018,16:04:36,0,0,0,0,79,0,0,0,1,0,0
7/27/2018,16:04:37,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:38,0,0,0,0,80,0,0,0,1,0,0
7/27/2018,16:04:39,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:40,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:41,0,0,0,0,81,0,0,0,1,0,0
7/27/2018,16:04:42,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:43,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:44,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:45,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:46,0,0,0,0,82,0,0,0,1,0,0
7/27/2018,16:04:47,0,0,0,0,83,0,0,0,1,0,0
7/27/2018,16:04:48,27,73,21,1,83,0,0,1,0,0,80.62
7/27/2018,16:04:49,7,63,0,0,83,0,0,1,0,0,63.39
7/27/2018,16:04:50,10,10,7,1,83,0,0,1,0,0,15.78
7/27/2018,16:04:51,0,11,25,0,83,0,0,0,1,0,27.31
7/27/2018,16:04:52,40,78,49,0,84,0,0,1,0,0,100.42
7/27/2018,16:04:53,59,54,242,1,84,0,0,1,0,0,254.87
7/27/2018,16:04:54,0,39,36,0,85,0,0,0,1,0,53.08
7/27/2018,16:04:55,63,98,107,1,85,0,0,1,0,0,158.18
7/27/2018,16:04:56,35,81,51,1,87,0,0,1,0,0,101.92
7/27/2018,16:04:57,0,0,0,0,88,0,0,0,1,0,0
7/27/2018,16:04:58,0,29,7,0,90,0,0,0,1,0,29.83
7/27/2018,16:04:59,0,37,22,0,93,0,0,0,1,0,43.05
7/27/2018,16:05:00,0,4,0,0,95,0,0,0,1,0,4
7/27/2018,16:05:01,44,41,8,1,96,0,0,1,0,0,60.67
7/27/2018,16:05:02,108,21,8,0,96,0,0,1,0,0,110.31
7/27/2018,16:05:03,8,17,14,0,0,0,0,1,0,0,23.43
7/27/2018,16:05:04,1,23,8,1,0,0,0,0,1,0,24.37
7/27/2018,16:05:05,3,0,3,0,0,0,0,0,1,0,4.24
7/27/2018,16:05:06,0,1,0,0,0,0,0,0,1,0,1
7/27/2018,16:05:07,43,38,13,1,0,0,0,1,0,0,58.84
7/27/2018,16:05:08,30,102,35,2,0,0,0,1,0,0,111.93
7/27/2018,16:05:09,19,76,9,0,92,0,0,1,0,0,78.85
7/27/2018,16:05:10,6,5,0,1,95,0,0,0,1,0,7.81
7/27/2018,16:05:11,26,72,12,0,96,0,0,1,0,0,77.49
7/27/2018,16:05:12,11,20,21,0,98,0,0,1,0,0,31.02
7/27/2018,16:05:13,95,115,150,1,100,0,0,1,0,0,211.54
7/27/2018,16:05:14,152,178,198,0,101,0,0,1,0,0,306.58
7/27/2018,16:05:15,105,146,129,1,101,0,0,1,0,0,221.32
7/27/2018,16:05:16,103,123,31,0,102,0,0,1,0,0,163.4
7/27/2018,16:05:17,140,152,96,1,101,0,0,1,0,0,227.86
7/27/2018,16:05:18,259,116,121,1,101,0,0,1,0,0,308.51
7/27/2018,16:05:19,115,24,26,1,100,0,0,1,0,0,120.32
7/27/2018,16:05:20,67,0,2,1,100,0,0,1,0,0,67.03
7/27/2018,16:05:21,90,10,21,0,100,0,0,1,0,0,92.96
7/27/2018,16:05:22,56,51,16,0,100,0,0,1,0,0,77.41
7/27/2018,16:05:23,25,17,64,1,100,0,0,1,0,0,70.78
7/27/2018,16:05:24,54,26,47,1,100,0,0,1,0,0,76.16
7/27/2018,16:05:25,76,69,124,1,100,0,0,1,0,0,160.98
7/27/2018,16:05:26,143,162,106,1,98,0,0,1,0,0,240.68
7/27/2018,16:05:27,53,92,41,1,97,0,0,1,0,0,113.82
7/27/2018,16:05:28,59,81,20,1,96,0,0,1,0,0,102.19
7/27/2018,16:05:29,22,42,43,0,94,0,0,1,0,0,64.01
7/27/2018,16:05:30,32,23,64,1,93,0,0,1,0,0,75.16
7/27/2018,16:05:31,45,36,118,1,93,0,0,1,0,0,131.32
7/27/2018,16:05:32,178,205,72,1,92,0,0,1,0,0,280.88
7/27/2018,16:05:33,152,51,33,0,92,0,0,1,0,0,163.69
7/27/2018,16:05:34,46,244,172,1,92,0,0,1,0,0,302.05
7/27/2018,16:05:35,64,102,91,0,90,0,0,1,0,0,150.93
7/27/2018,16:05:36,57,45,37,1,0,0,0,1,0,0,81.5
7/27/2018,16:05:37,49,40,30,1,0,0,0,1,0,0,70.01
7/27/2018,16:05:38,48,57,52,1,0,0,0,1,0,0,90.87
7/27/2018,16:05:39,92,71,70,1,0,0,0,1,0,0,135.67
7/27/2018,16:05:40,62,67,52,1,0,0,0,1,0,0,105.06
7/27/2018,16:05:41,78,68,58,1,0,0,0,1,0,0,118.63
7/27/2018,16:05:42,151,125,95,1,93,0,0,1,0,0,217.83
7/27/2018,16:05:43,78,50,24,1,95,0,0,1,0,0,95.71
7/27/2018,16:05:44,61,50,34,1,95,0,0,1,0,0,85.89
7/27/2018,16:05:45,68,42,24,1,96,0,0,1,0,0,83.45
7/27/2018,16:05:46,63,69,46,1,96,0,0,1,0,0,104.14
7/27/2018,16:05:47,58,73,54,1,96,0,0,1,0,0,107.75
7/27/2018,16:05:48,42,36,81,1,96,0,0,1,0,0,98.09
7/27/2018,16:05:49,34,70,86,1,97,0,0,1,0,0,115.98
7/27/2018,16:05:50,28,72,30,1,98,0,0,1,0,0,82.87
7/27/2018,16:05:51,28,52,28,1,100,0,0,1,0,0,65.36
7/27/2018,16:05:52,46,51,27,0,101,0,0,1,0,0,73.8
7/27/2018,16:05:53,53,43,31,1,102,0,0,1,0,0,74.96
7/27/2018,16:05:54,48,33,25,1,102,0,0,1,0,0,63.39
7/27/2018,16:05:55,44,81,44,1,101,0,0,1,0,0,102.14
7/27/2018,16:05:56,118,53,2,1,101,0,0,1,0,0,129.37
7/27/2018,16:05:57,75,63,31,1,100,0,0,1,0,0,102.74
7/27/2018,16:05:58,30,46,10,0,98,0,0,1,0,0,55.82
7/27/2018,16:05:59,40,33,18,1,98,0,0,1,0,0,54.89
7/27/2018,16:06:00,16,48,20,1,98,0,0,1,0,0,54.41
7/27/2018,16:06:01,13,57,15,1,98,0,0,1,0,0,60.36
7/27/2018,16:06:02,10,44,44,0,98,0,0,1,0,0,63.02
7/27/2018,16:06:03,35,103,25,1,98,0,0,1,0,0,111.62
7/27/2018,16:06:04,36,69,18,0,98,0,0,1,0,0,79.88
7/27/2018,16:06:05,12,68,28,1,99,0,0,1,0,0,74.51
7/27/2018,16:06:06,7,65,21,0,99,0,0,1,0,0,68.67
7/27/2018,16:06:07,29,59,20,2,99,0,0,1,0,0,68.72
7/27/2018,16:06:08,11,40,39,0,99,0,0,1,0,0,56.94
7/27/2018,16:06:09,44,78,32,1,0,0,0,1,0,0,95.1
7/27/2018,16:06:10,51,60,1,1,0,0,0,1,0,0,78.75
7/27/2018,16:06:11,115,194,2,1,0,0,0,1,0,0,225.53
7/27/2018,16:06:12,136,225,19,1,0,0,0,1,0,0,263.59
